Isolate	Category	Subsystem	Role	Contig	Start	Stop
WA5	Carbohydrates	TCA Cycle	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	NZ_JBBJSO010000001.1	756381	757793
WA5	Carbohydrates	TCA Cycle	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	NZ_JBBJSO010000002.1	133549	134835
WA5	Carbohydrates	TCA Cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	NZ_JBBJSO010000002.1	678440	679342
WA5	Carbohydrates	TCA Cycle	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NZ_JBBJSO010000002.1	1801450	1804311
WA5	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	NZ_JBBJSO010000002.1	1804328	1805623
WA5	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	NZ_JBBJSO010000002.1	451229	452488
WA5	Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	NZ_JBBJSO010000002.1	449225	450217
WA5	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	NZ_JBBJSO010000001.1	1269722	1271101
WA5	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	NZ_JBBJSO010000002.1	447783	449204
WA5	Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	NZ_JBBJSO010000001.1	755076	756377
WA5	Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NZ_JBBJSO010000001.1	753996	754973
WA5	Carbohydrates	Dehydrogenase complexes	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NZ_JBBJSO010000003.1	338222	339715
WA5	Carbohydrates	Dehydrogenase complexes	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NZ_JBBJSO010000002.1	1801450	1804311
WA5	Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NZ_JBBJSO010000001.1	752877	753992
WA5	Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	NZ_JBBJSO010000002.1	450230	451213
WA5	Carbohydrates	Pentose phosphate pathway	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	NZ_JBBJSO010000002.1	650496	651152
WA5	Carbohydrates	Pentose phosphate pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	NZ_JBBJSO010000001.1	963280	961766
WA5	Carbohydrates	Pentose phosphate pathway	6-phosphogluconolactonase (EC 3.1.1.31)	NZ_JBBJSO010000004.1	118056	116992
WA5	Carbohydrates	Pentose phosphate pathway	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NZ_JBBJSO010000001.1	132343	133242
WA5	Carbohydrates	Pentose phosphate pathway	Transketolase (EC 2.2.1.1)	NZ_JBBJSO010000002.1	804406	806412
WA5	Carbohydrates	Pentose phosphate pathway	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	NZ_JBBJSO010000010.1	18740	19693
WA5	Carbohydrates	Pentose phosphate pathway	Transaldolase (EC 2.2.1.2)	NZ_JBBJSO010000001.1	1239412	1240080
WA5	Carbohydrates	Pentose phosphate pathway	Transketolase, N-terminal section (EC 2.2.1.1)	NZ_JBBJSO010000001.1	1070575	1071408
WA5	Carbohydrates	Pentose phosphate pathway	Transketolase, C-terminal section (EC 2.2.1.1)	NZ_JBBJSO010000001.1	1071408	1072355
WA5	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	NZ_JBBJSO010000001.1	755076	756377
WA5	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NZ_JBBJSO010000001.1	753996	754973
WA5	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NZ_JBBJSO010000001.1	752877	753992
WA5	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetate kinase (EC 2.7.2.1)	NZ_JBBJSO010000002.1	107571	108761
WA5	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-dependent protein deacetylase of SIR2 family	NZ_JBBJSO010000002.1	898889	899608
WA5	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	NZ_JBBJSO010000001.1	756381	757793
WA5	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetyltransferase AcuA, acetyl-CoA synthetase inhibitor	NZ_JBBJSO010000002.1	88042	87410
WA5	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Phosphate acetyltransferase (EC 2.3.1.8)	NZ_JBBJSO010000003.1	95338	96309
WA5	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Aldehyde dehydrogenase (EC 1.2.1.3)	NZ_JBBJSO010000001.1	262563	264050
WA5	Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-independent protein deacetylase AcuC	NZ_JBBJSO010000002.1	86738	85575
WA5	Carbohydrates	Methylglyoxal Metabolism	Aldehyde dehydrogenase B (EC 1.2.1.22)	NZ_JBBJSO010000001.1	1781809	1783266
WA5	Carbohydrates	Methylglyoxal Metabolism	Aldehyde dehydrogenase (EC 1.2.1.3)	NZ_JBBJSO010000001.1	262563	264050
WA5	Carbohydrates	Methylglyoxal Metabolism	Methylglyoxal synthase (EC 4.2.3.3)	NZ_JBBJSO010000001.1	790640	791038
WA5	Carbohydrates	Methylglyoxal Metabolism	Lactoylglutathione lyase (EC 4.4.1.5)	NZ_JBBJSO010000001.1	1172405	1172833
WA5	Carbohydrates	Pyruvate Alanine Serine Interconversions	D-alanine aminotransferase (EC 2.6.1.21)	NZ_JBBJSO010000002.1	859416	858571
WA5	Carbohydrates	Pyruvate Alanine Serine Interconversions	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	NZ_JBBJSO010000002.1	1696222	1697472
WA5	Carbohydrates	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	NZ_JBBJSO010000002.1	656882	657769
WA5	Carbohydrates	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, beta subunit (EC 4.3.1.17)	NZ_JBBJSO010000002.1	656121	656783
WA5	Carbohydrates	Pyruvate Alanine Serine Interconversions	Alanine dehydrogenase (EC 1.4.1.1)	NZ_JBBJSO010000002.1	113565	114686
WA5	Carbohydrates	Pyruvate Alanine Serine Interconversions	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	NZ_JBBJSO010000001.1	1962654	1961581
WA5	Carbohydrates	Pyruvate Alanine Serine Interconversions	Valine--pyruvate aminotransferase (EC 2.6.1.66)	NZ_JBBJSO010000001.1	1798407	1799693
WA5	Carbohydrates	Pyruvate Alanine Serine Interconversions	Alanine racemase (EC 5.1.1.1)	NZ_JBBJSO010000008.1	10245	9055
WA5	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NAD-dependent malic enzyme (EC 1.1.1.38)	NZ_JBBJSO010000001.1	1422746	1424455
WA5	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component sensor histidine kinase, malate (EC 2.7.3.-)	NZ_JBBJSO010000004.1	83695	82094
WA5	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NZ_JBBJSO010000002.1	38343	36748
WA5	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	NZ_JBBJSO010000002.1	123561	124790
WA5	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate kinase (EC 2.7.1.40)	NZ_JBBJSO010000002.1	128032	129792
WA5	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	NZ_JBBJSO010000001.1	206831	209599
WA5	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component response regulator, malate (EC 2.7.3.-)	NZ_JBBJSO010000004.1	82101	81376
WA5	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate synthase (EC 2.7.9.2)	NZ_JBBJSO010000001.1	1221236	1223842
WA5	Carbohydrates	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	NZ_JBBJSO010000001.1	2088406	2087087
WA5	Carbohydrates	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	NZ_JBBJSO010000002.1	1833737	1835188
WA5	Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.26)	NZ_JBBJSO010000003.1	324216	325205
WA5	Carbohydrates	Glycolate, glyoxylate interconversions	Hydroxypyruvate reductase (EC 1.1.1.81)	NZ_JBBJSO010000003.1	324216	325205
WA5	Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.79)	NZ_JBBJSO010000003.1	324216	325205
WA5	Carbohydrates	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	NZ_JBBJSO010000002.1	1831066	1832391
WA5	Carbohydrates	One-carbon metabolism by tetrahydropterines	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	NZ_JBBJSO010000001.1	1477027	1477881
WA5	Carbohydrates	One-carbon metabolism by tetrahydropterines	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	NZ_JBBJSO010000001.1	703701	701863
WA5	Carbohydrates	One-carbon metabolism by tetrahydropterines	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	NZ_JBBJSO010000002.1	834668	835570
WA5	Carbohydrates	One-carbon metabolism by tetrahydropterines	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	NZ_JBBJSO010000002.1	389815	390381
WA5	Carbohydrates	One-carbon metabolism by tetrahydropterines	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	NZ_JBBJSO010000001.1	1347016	1348704
WA5	Carbohydrates	One-carbon metabolism by tetrahydropterines	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	NZ_JBBJSO010000001.1	1477027	1477881
WA5	Carbohydrates	Serine-glyoxylate cycle	Malate dehydrogenase (EC 1.1.1.37)	NZ_JBBJSO010000002.1	134864	135802
WA5	Carbohydrates	Serine-glyoxylate cycle	cytosolic long-chain acyl-CoA thioester hydrolase family protein	NZ_JBBJSO010000002.1	970028	969510
WA5	Carbohydrates	Serine-glyoxylate cycle	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	NZ_JBBJSO010000001.1	1477027	1477881
WA5	Carbohydrates	Serine-glyoxylate cycle	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NZ_JBBJSO010000002.1	38343	36748
WA5	Carbohydrates	Serine-glyoxylate cycle	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	NZ_JBBJSO010000001.1	703701	701863
WA5	Carbohydrates	Serine-glyoxylate cycle	polyhydroxyalkanoate synthesis repressor PhaR	NZ_JBBJSO010000001.1	637485	638084
WA5	Carbohydrates	Serine-glyoxylate cycle	Methylmalonyl-CoA mutase (EC 5.4.99.2)	NZ_JBBJSO010000003.1	118187	121429
WA5	Carbohydrates	Serine-glyoxylate cycle	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	NZ_JBBJSO010000001.1	1777938	1779128
WA5	Carbohydrates	Serine-glyoxylate cycle	Serine--pyruvate aminotransferase (EC 2.6.1.51)	NZ_JBBJSO010000002.1	1696222	1697472
WA5	Carbohydrates	Serine-glyoxylate cycle	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	NZ_JBBJSO010000001.1	1347016	1348704
WA5	Carbohydrates	Serine-glyoxylate cycle	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	NZ_JBBJSO010000004.1	32604	31063
WA5	Carbohydrates	Serine-glyoxylate cycle	Acetoacetyl-CoA reductase (EC 1.1.1.36)	NZ_JBBJSO010000001.1	638167	638910
WA5	Carbohydrates	Serine-glyoxylate cycle	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	NZ_JBBJSO010000001.1	1777938	1779128
WA5	Carbohydrates	Serine-glyoxylate cycle	Serine hydroxymethyltransferase (EC 2.1.2.1)	NZ_JBBJSO010000003.1	139127	140371
WA5	Carbohydrates	Serine-glyoxylate cycle	Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	NZ_JBBJSO010000002.1	463534	465084
WA5	Carbohydrates	Serine-glyoxylate cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	NZ_JBBJSO010000002.1	678440	679342
WA5	Carbohydrates	Serine-glyoxylate cycle	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSO010000001.1	2213013	2211877
WA5	Carbohydrates	Serine-glyoxylate cycle	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	NZ_JBBJSO010000002.1	389815	390381
WA5	Carbohydrates	Serine-glyoxylate cycle	Enolase (EC 4.2.1.11)	NZ_JBBJSO010000003.1	254750	256045
WA5	Carbohydrates	Serine-glyoxylate cycle	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	NZ_JBBJSO010000001.1	1477027	1477881
WA5	Carbohydrates	Serine-glyoxylate cycle	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	NZ_JBBJSO010000002.1	587072	588613
WA5	Carbohydrates	Serine-glyoxylate cycle	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	NZ_JBBJSO010000001.1	1777276	1777938
WA5	Carbohydrates	Serine-glyoxylate cycle	Aconitate hydratase (EC 4.2.1.3)	NZ_JBBJSO010000001.1	2005358	2002638
WA5	Carbohydrates	Serine-glyoxylate cycle	Citrate synthase (si) (EC 2.3.3.1)	NZ_JBBJSO010000002.1	132349	133467
WA5	Carbohydrates	Serine-glyoxylate cycle	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	NZ_JBBJSO010000001.1	1776618	1777274
WA5	Carbohydrates	Serine-glyoxylate cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	NZ_JBBJSO010000002.1	677261	678421
WA5	Carbohydrates	Serine-glyoxylate cycle	Isocitrate lyase (EC 4.1.3.1)	NZ_JBBJSO010000001.1	2425	3708
WA5	Carbohydrates	Chitin and N-acetylglucosamine utilization	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family	NZ_JBBJSO010000001.1	584088	583363
WA5	Carbohydrates	Chitin and N-acetylglucosamine utilization	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	NZ_JBBJSO010000001.1	586070	584886
WA5	Carbohydrates	Chitin and N-acetylglucosamine utilization	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	NZ_JBBJSO010000001.1	584883	584146
WA5	Carbohydrates	Carbon storage regulator	Flagellar assembly factor FliW	NZ_JBBJSO010000003.1	188966	189388
WA5	Carbohydrates	Carbon storage regulator	Carbon storage regulator	NZ_JBBJSO010000003.1	189413	189643
WA5	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Purine nucleoside phosphorylase (EC 2.4.2.1)	NZ_JBBJSO010000002.1	493365	494195
WA5	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	NZ_JBBJSO010000002.1	1906633	1907307
WA5	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	NZ_JBBJSO010000002.1	1905310	1906611
WA5	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Deoxyribonucleoside regulator DeoR (transcriptional repressor)	NZ_JBBJSO010000002.1	1903845	1904795
WA5	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Ribokinase (EC 2.7.1.15)	NZ_JBBJSO010000001.1	320518	321396
WA5	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Phosphopentomutase (EC 5.4.2.7)	NZ_JBBJSO010000002.1	492167	493348
WA5	Carbohydrates	2-Ketogluconate Utilization	2-ketogluconate transporter	NZ_JBBJSO010000002.1	1753047	1754327
WA5	Carbohydrates	2-Ketogluconate Utilization	Epimerase KguE	NZ_JBBJSO010000002.1	1751345	1752088
WA5	Carbohydrates	2-Ketogluconate Utilization	2-ketogluconate utilization repressor PtxS	NZ_JBBJSO010000002.1	1755103	1756110
WA5	Carbohydrates	2-Ketogluconate Utilization	2-ketogluconate kinase (EC 2.7.1.13)	NZ_JBBJSO010000002.1	1752085	1753044
WA5	Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconate transporter family protein	NZ_JBBJSO010000001.1	557272	558630
WA5	Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconokinase (EC 2.7.1.12)	NZ_JBBJSO010000001.1	133268	134809
WA5	Carbohydrates	D-gluconate and ketogluconates metabolism	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NZ_JBBJSO010000001.1	132343	133242
WA5	Carbohydrates	D-gluconate and ketogluconates metabolism	2-ketogluconate kinase (EC 2.7.1.13)	NZ_JBBJSO010000002.1	1752085	1753044
WA5	Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconate permease	NZ_JBBJSO010000001.1	136883	138211
WA5	Carbohydrates	D-gluconate and ketogluconates metabolism	Glucose 1-dehydrogenase (EC 1.1.1.47)	NZ_JBBJSO010000001.1	237465	238250
WA5	Carbohydrates	Fructose utilization	Transcriptional repressor of the fructose operon, DeoR family	NZ_JBBJSO010000001.1	1501432	1502184
WA5	Carbohydrates	Fructose utilization	Transaldolase (EC 2.2.1.2)	NZ_JBBJSO010000001.1	1239412	1240080
WA5	Carbohydrates	Fructose utilization	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NZ_JBBJSO010000001.1	713167	714888
WA5	Carbohydrates	Fructose utilization	1-phosphofructokinase (EC 2.7.1.56)	NZ_JBBJSO010000001.1	1502181	1503095
WA5	Carbohydrates	Fructose utilization	Fructokinase (EC 2.7.1.4)	NZ_JBBJSO010000001.1	567154	568131
WA5	Carbohydrates	Fructose utilization	Phosphotransferase system, phosphocarrier protein HPr	NZ_JBBJSO010000001.1	712901	713167
WA5	Carbohydrates	Mannose Metabolism	Phosphomannomutase (EC 5.4.2.8)	NZ_JBBJSO010000002.1	387101	389380
WA5	Carbohydrates	Mannose Metabolism	Mannose-6-phosphate isomerase (EC 5.3.1.8)	NZ_JBBJSO010000001.1	526932	527942
WA5	Carbohydrates	Mannose Metabolism	D-mannose isomerase (EC 5.3.1.7)	NZ_JBBJSO010000002.1	1293703	1292492
WA5	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSO010000001.1	2213013	2211877
WA5	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSO010000001.1	71268	70384
WA5	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	D-glycerate transporter (predicted)	NZ_JBBJSO010000001.1	2214304	2213036
WA5	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	Sugar diacid utilization regulator SdaR	NZ_JBBJSO010000001.1	2215531	2214431
WA5	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	D-glycerate transporter (predicted)	NZ_JBBJSO010000001.1	2214304	2213036
WA5	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSO010000001.1	71268	70384
WA5	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Sugar diacid utilization regulator SdaR	NZ_JBBJSO010000001.1	2215531	2214431
WA5	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSO010000001.1	2213013	2211877
WA5	Carbohydrates	D-ribose utilization	Ribose operon repressor	NZ_JBBJSO010000001.1	319536	320525
WA5	Carbohydrates	D-ribose utilization	Ribokinase (EC 2.7.1.15)	NZ_JBBJSO010000001.1	320518	321396
WA5	Carbohydrates	Xylose utilization	Xylose isomerase (EC 5.3.1.5)	NZ_JBBJSO010000001.1	1248684	1250021
WA5	Carbohydrates	Xylose utilization	Xylose-responsive transcription regulator, ROK family	NZ_JBBJSO010000001.1	1248458	1247292
WA5	Carbohydrates	Xylose utilization	Xylulose kinase (EC 2.7.1.17)	NZ_JBBJSO010000001.1	1250079	1251581
WA5	Carbohydrates	Xylose utilization	D-xylose proton-symporter XylE	NZ_JBBJSO010000001.1	1251883	1253304
WA5	Carbohydrates	L-Arabinose utilization	Arabinose-proton symporter	NZ_JBBJSO010000002.1	1261412	1262791
WA5	Carbohydrates	L-Arabinose utilization	Ribulokinase (EC 2.7.1.16)	NZ_JBBJSO010000002.1	1257489	1259120
WA5	Carbohydrates	L-Arabinose utilization	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	NZ_JBBJSO010000002.1	1259114	1259812
WA5	Carbohydrates	L-Arabinose utilization	L-arabinose isomerase (EC 5.3.1.4)	NZ_JBBJSO010000002.1	1259842	1261266
WA5	Carbohydrates	Glycogen metabolism	Glycogen phosphorylase (EC 2.4.1.1)	NZ_JBBJSO010000002.1	6107	8518
WA5	Carbohydrates	Glycogen metabolism	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	NZ_JBBJSO010000002.1	555	2516
WA5	Carbohydrates	Glycogen metabolism	Glycogen biosynthesis protein GlgD, glucose-1-phosphate adenylyltransferase family	NZ_JBBJSO010000002.1	3641	4666
WA5	Carbohydrates	Glycogen metabolism	Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)	NZ_JBBJSO010000002.1	4663	6093
WA5	Carbohydrates	Glycogen metabolism	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	NZ_JBBJSO010000002.1	2467	3618
WA5	Carbohydrates	Inositol catabolism	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	NZ_JBBJSO010000005.1	124454	123432
WA5	Carbohydrates	Inositol catabolism	Predicted transcriptional regulator of the myo-inositol catabolic operon	NZ_JBBJSO010000001.1	1200924	1201925
WA5	Carbohydrates	Inositol catabolism	5-keto-2-deoxygluconokinase (EC 2.7.1.92)	NZ_JBBJSO010000002.1	1317978	1318985
WA5	Carbohydrates	Inositol catabolism	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	NZ_JBBJSO010000001.1	1203226	1204407
WA5	Carbohydrates	Inositol catabolism	Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	NZ_JBBJSO010000002.1	1322960	1323841
WA5	Carbohydrates	Inositol catabolism	Transcriptional repressor of the myo-inositol catabolic operon DeoR family	NZ_JBBJSO010000002.1	1313783	1314538
WA5	Carbohydrates	Inositol catabolism	Inosose dehydratase (EC 4.2.1.44)	NZ_JBBJSO010000001.1	331391	332125
WA5	Carbohydrates	Inositol catabolism	Major myo-inositol transporter IolT	NZ_JBBJSO010000002.1	1310303	1311721
WA5	Carbohydrates	Inositol catabolism	Inositol transport system sugar-binding protein	NZ_JBBJSO010000001.1	1197058	1200045
WA5	Carbohydrates	Inositol catabolism	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)	NZ_JBBJSO010000002.1	1312618	1313487
WA5	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	NZ_JBBJSO010000011.1	7473	6661
WA5	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	NZ_JBBJSO010000005.1	77132	75453
WA5	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol uptake facilitator protein	NZ_JBBJSO010000005.1	79705	78878
